vehicle_id,make,model,listing,year_from,year_to
1952,Opel,Frontera,Frontera  SUV 4x4,1991,1995
1953,Opel,Frontera,Frontera  SUV 4x4,1995,1998
1954,Opel,Grandland,Grandland  (P18) SUV,2021,2024
1955,Opel,Grandland X,Grandland X (P18) SUV,2017,2021
1956,Opel,GT,GT () Coupé,1969,1972
1957,Opel,Kadett B,Kadett B () Coupé,1967,1973
1958,Opel,Kadett B,Kadett B () Estate,1967,1973
1959,Opel,Kadett B,Kadett B () Saloon,1967,1973
1960,Opel,Kadett C,Kadett C () Coupé,1974,1979
1961,Opel,Kadett C,Kadett C () Estate,1974,1979
1962,Opel,Kadett C,Kadett C () Hatchback,1975,1979
1963,Opel,Kadett C,Kadett C () Saloon,1974,1979
1964,Opel,Manta A,Manta A () Coupé,1970,1975
1965,Opel,Manta B,Manta B () Coupé,1976,1988
1966,Opel,Monterey,Monterey  SUV 4X4,1992,1998
1967,Opel,Omega,Omega () Saloon,1994,2003
1968,Opel,Signum,Signum () Hatchback,2003,2005
1969,Opel,Signum,Signum () Hatchback,2005,2009
1970,Opel,Tigra,Tigra () Coupé,1995,2000
1971,Opel,Tigra,Tigra () Coupé,2004,2009
1972,Opel,Vectra A,Vectra A (J89) Hatchback,1988,1995
1973,Opel,Vectra A,Vectra A (J89) Hatchback 4X4,1989,1995
1974,Opel,Vectra B,Vectra B (J96) Estate,1996,2002
1975,Opel,Vectra B,Vectra B (J96) Hatchback,1996,2002
1976,Opel,Vectra C,Vectra C (Z02) Estate,2002,2005
1977,Opel,Vectra C,Vectra C (Z02) Estate,2005,2009
1978,Opel,Vectra C,Vectra C (Z02) Hatchback,2002,2005
1979,Opel,Vectra C,Vectra C (Z02) Hatchback,2005,2009
1980,Opel,Vectra C,Vectra C (Z02) Saloon,2002,2005
1981,Opel,Vectra C,Vectra C (Z02) Saloon,2005,2009
1982,Opel,Vivaro,Vivaro  Camper,2001,2014
1983,Opel,Vivaro,Vivaro  Camper,2015,2018
1984,Opel,Vivaro,Vivaro  Minibus,2001,2014
1985,Opel,Vivaro,Vivaro  Minibus,2015,2018
1986,Opel,Vivaro,Vivaro  Van,2001,2014
1987,Opel,Vivaro,Vivaro  Van,2015,2018
1988,Opel,Vivaro,Vivaro  Van,2019,
1989,Opel,Zafira,Zafira () MPV,1999,2005
1990,Opel,Zafira Life,Zafira Life  MPV,2016,
1991,Peugeot,106,106 () Hatchback,1991,1996
1992,Peugeot,106,106 () Hatchback,1996,2006
1993,Peugeot,205,205 () Cabriolet,1983,1998
1994,Peugeot,205,205 () Hatchback,1983,1998
1995,Peugeot,206,206 () Hatchback,1998,2006
1996,Peugeot,208,208 (MkI) Hatchback,2012,2020
1997,Peugeot,306,306 () Cabriolet,1993,2002
1998,Peugeot,306,306 () Estate,1993,2002
1999,Peugeot,306,306 () Hatchback,1993,2002
2000,Peugeot,307,307 () Hatchback,2000,2007
2001,Peugeot,308,308 (II) Hatchback,2013,2023
2002,Peugeot,308,308 (MkI) Estate,2007,2016
2003,Peugeot,308,308 (MkI) Hatchback,2007,2016
2004,Peugeot,309,309 () Hatchback,1989,1993
2005,Peugeot,406,406  Coupé,1997,2004
2006,Peugeot,406,406  Estate,1997,2004
2007,Peugeot,406,406  Saloon,1995,2004
2008,Peugeot,3008,3008  SUV,2016,2025
2009,Peugeot,3008,3008  SUV AWD,2016,2025
2010,Peugeot,4008,4008  SUV,2012,2025
2011,Peugeot,4008,4008  SUV AWD,2012,2025
2012,Peugeot,5008,5008  SUV,2016,2025
2013,Peugeot,106 GTI,106 GTI () Hatchback,1996,2006
2014,Peugeot,205 GTI,205 GTI () Hatchback,1984,1994
2015,Peugeot,206 CC,206 CC () Cabriolet,1998,2006
2016,Peugeot,206 GTI,206 GTI () Hatchback,1998,2006
2017,Peugeot,206 RC,206 RC () Coupé,1998,2006
2018,Peugeot,206 SW,206 SW () Sportwagen,1998,2006
2019,Peugeot,206+,206+ () Hatchback,2006,2013
2020,Peugeot,306 GTI,306 GTI () Hatchback,1993,2002
2021,Peugeot,307 CC,307 CC () Cabriolet,2003,2007
2022,Peugeot,307 SW,307 SW () Sportwagen,2002,2007
2023,Peugeot,309 GTI,309 GTI () Hatchback,1987,1993
2024,Peugeot,Boxer,Boxer (230) Camper,1994,2001
2025,Peugeot,Boxer,Boxer (230) MiniBus,1994,2001
2026,Peugeot,Boxer,Boxer (230) Van,1994,2001
2027,Peugeot,Boxer,Boxer (244) Camper,2001,2006
2028,Peugeot,Boxer,Boxer (244) MiniBus,2001,2006
2029,Peugeot,Boxer,Boxer (244) Van,2001,2006
2030,Peugeot,Boxer,Boxer (250) Camper,2006,2014
2031,Peugeot,Boxer,Boxer (250) MiniBus,2006,2014
2032,Peugeot,Boxer,Boxer (250) Motorhome,2006,2014
2033,Peugeot,Boxer,Boxer (250) Van,2006,2014
2034,Peugeot,Boxer,Boxer (290) Camper,2014,2023
2035,Peugeot,Boxer,Boxer (290) MiniBus,2014,2023
2036,Peugeot,Boxer,Boxer (290) Motorhome,2014,2023
2037,Peugeot,Boxer,Boxer (290) Van,2014,2023
2038,Peugeot,Expert,Expert  Van,2016,
2039,Peugeot,Traveller,Traveller  MPV,2016,
2040,Plymouth,Barracuda,Barracuda () Saloon,1970,1974
2041,Plymouth,Belvedere,Belvedere () Saloon,1962,1972
2042,Plymouth,Road Runner,Road Runner () Saloon,1968,1972
2043,Pontiac,Bonneville,Bonneville () Saloon,1977,1981
2044,Pontiac,Can-Am,Can-Am () Coupé,1977,1977
2045,Pontiac,Catalina,Catalina () Saloon,1977,1981
2046,Pontiac,Firebird,Firebird () Coupé,1967,1967
2047,Pontiac,Firebird,Firebird () Coupé,1968,1968
2048,Pontiac,Firebird,Firebird () Coupé,1969,1969
2049,Pontiac,Firebird,Firebird () Coupé,1970,1981
2050,Pontiac,Firebird,Firebird () Coupé,1982,1992
2051,Pontiac,Firebird,Firebird () Coupé,1993,2002
2052,Pontiac,Grand Prix,Grand Prix () Coupé,1969,1970
2053,Pontiac,Grand Prix,Grand Prix () Coupé,1973,1977
2054,Pontiac,Grand Prix,Grand Prix () Coupé,1977,1977
2055,Pontiac,GTO,GTO () Coupé,1968,1974
2056,Pontiac,GTO,GTO () Coupé,2004,2006
2057,Pontiac,Le Mans,Le Mans () Coupé,1968,1972
2058,Pontiac,Le Mans,Le Mans () Coupé,1968,1977
2059,Pontiac,Le Mans,Le Mans () Saloon,1968,1977
2060,Pontiac,Ventura,Ventura () Coupé,1971,1974
2061,Porsche,356,356 () Coupé,1949,1950
2062,Porsche,356,356 () Coupé,1951,1955
2063,Porsche,356,356 () Coupé,1955,1966
2064,Porsche,356,356 () Roadster,1949,1950
2065,Porsche,356,356 () Roadster,1951,1955
2066,Porsche,356,356 () Roadster,1955,1966
2067,Porsche,356,356 (A) Coupé,1955,1959
2068,Porsche,356,356 (A) Roadster,1955,1959
2069,Porsche,356,356 (B) Coupé,1960,1963
2070,Porsche,356,356 (B) Roadster,1960,1963
2071,Porsche,356,356 (C) Coupé,1964,1966
2072,Porsche,356,356 (C) Roadster,1964,1966
2073,Porsche,911,911 (930) Coupé,1975,1989
2074,Porsche,911,911 (A Series) Coupé,1965,1968
2075,Porsche,911,911 (B Series) Coupé,1968,1969
2076,Porsche,911,911 (C Series) Coupé,1970,1971
2077,Porsche,911,911 (D Series) Coupé,1970,1971
2078,Porsche,911,911 (E Series) Coupé,1971,1972
2079,Porsche,911,911 (F Series) Coupé,1972,1974
2080,Porsche,912,912 (A Series) Coupé,1965,1968
2081,Porsche,912,912 (B Series) Coupé,1968,1969
2082,Porsche,914,914 () Coupé,1970,1976
2083,Porsche,924,924 () Coupé,1975,1984
2084,Porsche,928,928 () Coupé,1979,1993
2085,Porsche,944,944 () Coupé,1981,1991
2086,Porsche,968,968 () Coupé,1992,1996
2087,Porsche,911 Carrera,911 Carrera (964) Convertible,1988,1990
2088,Porsche,911 Carrera,911 Carrera (964) Convertible,1991,1993
2089,Porsche,911 Carrera,911 Carrera (964) Coupé,1988,1990
2090,Porsche,911 Carrera,911 Carrera (964) Coupé,1991,1993
2091,Porsche,911 Carrera,911 Carrera (964) Targa,1988,1990
2092,Porsche,911 Carrera,911 Carrera (964) Targa,1991,1993
2093,Porsche,911 Carrera,911 Carrera (993) Convertible,1993,1997
2094,Porsche,911 Carrera,911 Carrera (993) Coupé,1993,1997
2095,Porsche,911 Carrera,911 Carrera (993) Targa,1993,1997
2096,Porsche,911 Carrera,911 Carrera (996) Convertible,1997,2005
2097,Porsche,911 Carrera,911 Carrera (996) Coupé,1997,2005
2098,Porsche,911 Carrera,911 Carrera (996) Targa,1997,2005
2099,Porsche,911 Carrera 4,911 Carrera 4 (996) Convertible 4WD,1997,2005
2100,Porsche,911 Carrera 4,911 Carrera 4 (996) Coupé 4WD,1997,2005
2101,Porsche,911 Carrera 4,911 Carrera 4 (996) Targa 4WD,1997,2005
2102,Porsche,911 Turbo,911 Turbo (930) Coupé,1975,1989
2103,Porsche,911 Turbo,911 Turbo (964) Convertible,1990,1993
2104,Porsche,911 Turbo,911 Turbo (964) Coupé,1990,1993
2105,Porsche,911 Turbo,911 Turbo (964) Targa,1990,1993
2106,Porsche,911 Turbo,911 Turbo (993) Convertible,1993,1997
2107,Porsche,911 Turbo,911 Turbo (993) Coupé,1993,1997
2108,Porsche,911 Turbo,911 Turbo (993) Targa,1993,1997
2109,Porsche,911 Turbo,911 Turbo (996) Convertible,1997,2005
2110,Porsche,911 Turbo,911 Turbo (996) Coupé,1997,2005
2111,Porsche,911 Turbo,911 Turbo (996) Targa,1997,2005
2112,Porsche,924 GT,924 GT () Coupé,1981,1982
2113,Porsche,924 S,924 S () Coupé,1984,1987
2114,Porsche,924 Turbo,924 Turbo () Coupé,1975,1984
2115,Porsche,944 S2,944 S2 () Cabriolet,1981,1991
2116,Porsche,944 S2,944 S2 () Coupé,1981,1991
2117,Porsche,944 Turbo,944 Turbo () Coupé,1981,1991
2118,Porsche,Boxster,Boxster (986) Roadster,1996,2004
2119,Porsche,Boxster,Boxster (987) Roadster,2004,2012
2120,Porsche,Cayman,Cayman (987) Coupé,2005,2013
2121,Porsche,Macan,Macan (95B) SUV 4WD,2014,2023
2122,Ram Truck,RAM 1500,RAM 1500  Pick up 4X4,2011,2018
2123,Ram Truck,RAM 2500,RAM 2500  Pick up 4X4,2011,2013
2124,Ram Truck,RAM 2500,RAM 2500  Pick up 4X4,2014,2018
2125,Ram Truck,RAM 3500,RAM 3500  Pick up 4X4,2011,2013
2126,Ram Truck,RAM 3500,RAM 3500  Pick up 4X4,2013,2018
2127,Renault,Alaskan,Alaskan  Pick up 4X4,2017,2023
2128,Renault,Alpine,Alpine () Coupé,1958,1965
2129,Renault,Alpine,Alpine () Coupé,1965,1975
2130,Renault,Clio,Clio (Mk II) Hatchback,1998,2005
2131,Renault,Clio,Clio (Mk III) Estate,2005,2012
2132,Renault,Clio,Clio (Mk III) Hatchback,2005,2012
2133,Renault,Clio,Clio (Mk IV) Hatchback,2013,2018
2134,Renault,Clio 172,Clio 172 (Mk II) Hatchback,1999,2006
2135,Renault,Clio 182,Clio 182 (Mk II) Hatchback,1999,2006
2136,Renault,Clio GT,Clio GT (Mk III) Hatchback,2005,2012
2137,Renault,Clio RS,Clio RS (Mk III) Hatchback,2005,2012
2138,Renault,Duster,Duster (HM) SUV 4x4,2010,2017
2139,Renault,Duster,Duster (HS) SUV,2010,2017
2140,Renault,Duster II,Duster II (HM) SUV 4x4,2018,2023
2141,Renault,Duster II,Duster II (HS) SUV,2018,2023
2142,Renault,Mégane,Mégane (II) Cabriolet,2002,2009
2143,Renault,Mégane,Mégane (II) Estate,2002,2009
2144,Renault,Mégane,Mégane (II) Hatchback,2002,2009
2145,Renault,Mégane,Mégane (III) Cabriolet,2008,2016
2146,Renault,Mégane,Mégane (III) Coupé,2008,2016
2147,Renault,Mégane,Mégane (III) Hatchback,2008,2016
2148,Renault,Mégane,Mégane (III) Sports Tourer,2008,2016
2149,Renault,Mégane,Mégane (IV) Hatchback,2016,
2150,Renault,Mégane,Mégane (IV) Saloon,2016,
2151,Renault,Mégane,Mégane (IV) Sports Tourer,2016,
2152,Renault,Mégane RS,Mégane RS (II) Hatchback,2002,2009
2153,Renault,Modus,Modus () Hatchback,2004,2013
2154,Renault,R5 GT Turbo,R5 GT Turbo (Phase I) Hatchback,1985,1987
2155,Renault,R5 GT Turbo,R5 GT Turbo (Phase II) Hatchback,1987,1990
2156,Renault,R8,R8 () Saloon,1964,1969
2157,Renault,Scenic,Scenic  MPV,2016,2022
2158,Renault,Traffic,Traffic (X82) Camper,2014,2023
2159,Renault,Traffic,Traffic (X82) Minibus,2014,2023
2160,Renault,Traffic,Traffic (X82) Van,2014,2023
2161,Renault,Traffic,Traffic (X83) Camper,2001,2013
2162,Renault,Traffic,Traffic (X83) Minibus,2001,2013
2163,Renault,Traffic,Traffic (X83) Van,2001,2013
2164,Riley,Elf,Elf  Saloon,1961,1969
2165,Rover,2000,2000 (P6) Saloon,1963,1977
2166,Rover,2200,2200 (P6) Saloon,1963,1977
2167,Rover,3500,3500 (P6) Saloon,1963,1977
2168,Rover,Mini,Mini  Saloon,1986,2000
2169,Saab,90,90 () Coupé,1985,1987
2170,Saab,99,99 () Hatchback,1979,1984
2171,Saab,900,900  Hatchback,1978,1993
2172,Saab,900,900  Hatchback,1993,1998
2173,Saab,9000,9000 () Hatchback,1985,1998
2174,Saab,9000,9000 () Saloon,1985,1998
2175,Saab,9-3,9-3 (YS3D) Cabriolet,1998,2002
2176,Saab,9-3,9-3 (YS3D) Hatchback,1998,2002
2177,Saab,9-3,9-3 (YS3F) Cabriolet,2003,2007
2178,Saab,9-3,9-3 (YS3F) Cabriolet,2008,2011
2179,Saab,9-3,9-3 (YS3F) Estate,2003,2007
2180,Saab,9-3,9-3 (YS3F) Estate,2008,2011
2181,Saab,9-3,9-3 (YS3F) Saloon,2002,2007
2182,Saab,9-3,9-3 (YS3F) Saloon,2008,2011
2183,Saab,9-5,9-5 (YS3E) Estate,1997,2001
2184,Saab,9-5,9-5 (YS3E) Estate,2001,2010
2185,Saab,9-5,9-5 (YS3E) Saloon,1997,2001
2186,Saab,9-5,9-5 (YS3E) Saloon,2001,2010
2187,Scion,FR-S,FR-S () Coupé,2012,2020
2188,Seat,124,124 () Coupé,1968,1980
2189,Seat,124,124 () Saloon,1968,1980
2190,Seat,Alhambra,Alhambra (7N) MPV,2010,2020
2191,Seat,Alhambra,Alhambra (7N) MPV 4Motion,2010,2020
2192,Seat,Altea,Altea (5P) MPV,2004,2015
2193,Seat,Arona,Arona (KJ7) SUV,2017,2023
2194,Seat,Arosa,Arosa () Hatchback,1997,2005
2195,Seat,Ateca,Ateca (KH7) SUV,2016,2023
2196,Seat,Ateca,Ateca (KH7) SUV 4Motion,2016,2023
2197,Seat,Cordoba,Cordoba (6K) Coupé,1993,2002
2198,Seat,Cordoba,Cordoba (6K) Estate,1993,2002
2199,Seat,Cordoba,Cordoba (6K) Saloon,1993,2002
2200,Seat,Cordoba,Cordoba (6L) Saloon,2002,2008
2201,Seat,Cordoba Sport,Cordoba Sport (6L) Saloon,2002,2008
2202,Seat,Exeo,Exeo (3R) Saloon,2009,2013
2203,Seat,Exeo ST,Exeo ST (3R) Estate,2009,2013
2204,Seat,Ibiza,Ibiza (6F) Hatchback,2017,2023
2205,Seat,Ibiza,Ibiza (6J/6P) Hatchback,2008,2015
2206,Seat,Ibiza,Ibiza (6J/6P) Hatchback,2008,2017
2207,Seat,Ibiza,Ibiza (6K) Hatchback,1993,1999
2208,Seat,Ibiza,Ibiza (6L) Hatchback,2002,2008
2209,Seat,Ibiza Cupra,Ibiza Cupra (6J/6P) Hatchback,2008,2015
2210,Seat,Ibiza Cupra,Ibiza Cupra (6J/6P) Hatchback,2008,2017
2211,Seat,Ibiza Cupra,Ibiza Cupra (6K) Hatchback,1993,2002
2212,Seat,Ibiza Cupra,Ibiza Cupra (6L) Hatchback,2004,2008
2213,Seat,Ibiza Evo FR,Ibiza Evo FR (6F) Hatchback,2017,2023
2214,Seat,Ibiza FR,Ibiza FR (6J/6P) Hatchback,2008,2015
2215,Seat,Ibiza FR,Ibiza FR (6J/6P) Hatchback,2008,2017
2216,Seat,Ibiza FR,Ibiza FR (6L) Hatchback,2004,2008
2217,Seat,Ibiza Sport,Ibiza Sport (6K) Hatchback,1993,2002
2218,Seat,Ibiza Sport,Ibiza Sport (6L) Hatchback,2002,2008
2219,Seat,Ibiza ST,Ibiza ST (6J/6P) Estate,2010,2017
2220,Seat,Inca,Inca () van,1996,2004
2221,Seat,Leon,Leon (1M) Hatchback,1999,2005
2222,Seat,Leon,Leon (5F) Hatchback,2013,2019
2223,Seat,Leon,Leon (KL1) Hatchback,2020,
2224,Seat,Leon,Leon (KL1) Hatchback 4Motion,2020,
2225,Seat,Leon,Leon (KL8) Sports Tourer,2020,
2226,Seat,Leon,Leon (KL8) Sports Tourer 4Motion,2020,
2227,Seat,Leon 4,Leon 4 (1M) Hatchback 4Motion,1999,2005
2228,Seat,Leon Cupra,Leon Cupra (1M) Hatchback,1999,2005
2229,Seat,Leon Cupra,Leon Cupra (1P) Hatchback,2005,2012
2230,Seat,Leon Cupra 'R',Leon Cupra 'R' (1M) Hatchback,2002,2005
2231,Seat,Leon FR,Leon FR (1P) Hatchback,2005,2012
2232,Seat,Leon II,Leon II (1P) Hatchback,2005,2012
2233,Seat,Leon ST,Leon ST (5F) Estate,2013,2019
2234,Seat,Leon ST,Leon ST (5F) Hatchback,2013,2019
2235,Seat,Toledo,Toledo (1L) Saloon,1991,1998
2236,Seat,Toledo,Toledo (1M) Saloon,1999,2004
2237,Seat,Toledo,Toledo (5P) MPV,2004,2009
2238,Seat,Toledo,Toledo (NH) Hatchback,2013,2018
2239,Skoda,Fabia,Fabia (5J) Combi,2006,2014
2240,Skoda,Fabia,Fabia (5J) Hatchback,2006,2014
2241,Skoda,Fabia,Fabia (6Y) Combi,2000,2007
2242,Skoda,Fabia,Fabia (6Y) Hatchback,2000,2007
2243,Skoda,Fabia,Fabia (NJ) Combi,2015,2020
2244,Skoda,Fabia,Fabia (NJ) Hatchback,2015,2020
2245,Skoda,Fabia,Fabia (PJ) Combi,2021,
2246,Skoda,Fabia,Fabia (PJ) Hatchback,2021,
2247,Skoda,Fabia VRS,Fabia VRS (5J) Combi,2010,2014
2248,Skoda,Fabia VRS,Fabia VRS (5J) Hatchback,2010,2014
2249,Skoda,Fabia VRS,Fabia VRS (6Y) Hatchback,2000,2007
2250,Skoda,Kamiq,Kamiq  SUV,2019,
2251,Skoda,Karoq,Karoq (NU7) SUV,2017,2023
2252,Skoda,Kodiaq,Kodiaq (NS7) SUV,2016,2023
2253,Skoda,Kodiaq,Kodiaq (NS7) SUV 4Motion,2016,2023
2254,Skoda,Octavia 3,Octavia 3 (5E) Combi,2013,2019
2255,Skoda,Octavia 3,Octavia 3 (5E) Hatchback,2013,2019
2256,Skoda,Octavia 3 VRS,Octavia 3 VRS (5E) Combi,2013,2019
2257,Skoda,Octavia 3 VRS,Octavia 3 VRS (5E) Saloon,2013,2019
2258,Skoda,Octavia 4,Octavia 4 (NX) Combi,2020,
2259,Skoda,Octavia 4,Octavia 4 (NX) Combi 4Motion,2020,
2260,Skoda,Octavia 4,Octavia 4 (NX) Hatchback,2020,
2261,Skoda,Octavia 4,Octavia 4 (NX) Hatchback 4Motion,2020,
2262,Skoda,Octavia 4 VRS,Octavia 4 VRS (NX) Combi 4Motion,2020,
2263,Skoda,Octavia 4 VRS,Octavia 4 VRS (NX) Hatchback 4Motion,2020,
2264,Skoda,Octavia Mk I,Octavia Mk I (1U) Combi,1997,2004
2265,Skoda,Octavia Mk I,Octavia Mk I (1U) Hatchback,1997,2004
2266,Skoda,Octavia Mk I VRS,Octavia Mk I VRS (1U) Combi,1997,2004
2267,Skoda,Octavia Mk I VRS,Octavia Mk I VRS (1U) Hatchback,1997,2004
2268,Skoda,Octavia Mk II,Octavia Mk II (1Z) Combi,2005,2012
2269,Skoda,Octavia Mk II,Octavia Mk II (1Z) Hatchback,2005,2012
2270,Skoda,Octavia Mk II VRS,Octavia Mk II VRS (1Z) Combi,2005,2012
2271,Skoda,Octavia Mk II VRS,Octavia Mk II VRS (1Z) Saloon,2005,2012
2272,Skoda,Rapid,Rapid (NH1) Hatchback,2012,2018
2273,Skoda,Roomster,Roomster (5J) MPV,2006,2014
2274,Skoda,Scala,Scala  SUV,2019,
2275,Skoda,Superb,Superb (3U) Saloon,2002,2008
2276,Skoda,Superb 2,Superb 2 (3T) Combi,2008,2015
2277,Skoda,Superb 2,Superb 2 (3T) Combi 4Motion,2008,2015
2278,Skoda,Superb 2,Superb 2 (3T) Saloon,2008,2015
2279,Skoda,Superb 2,Superb 2 (3T) Saloon 4Motion,2008,2015
2280,Skoda,Superb 3,Superb 3 (B8) Combi,2015,2023
2281,Skoda,Superb 3,Superb 3 (B8) Combi 4Motion,2015,2023
2282,Skoda,Superb 3,Superb 3 (B8) Saloon,2015,2023
2283,Skoda,Superb 3,Superb 3 (B8) Saloon 4Motion,2015,2023
2284,Skoda,Yeti,Yeti (5L) SUV,2009,2017
2285,Skoda,Yeti,Yeti (5L) SUV 4Motion,2009,2017
2286,Ssang Yong,Actyon,Actyon  SUV 4x4,2007,2012
2287,Ssang Yong,Kyron,Kyron  SUV 4x4,2005,2007
2288,Ssang Yong,Musso,Musso  Pick Up,2019,
2289,Ssang Yong,Musso,Musso  Pick Up 4X4,2019,
2290,Ssang Yong,Rexton,Rexton  SUV,2019,
2291,Ssang Yong,Rexton,Rexton  SUV 4X4,2019,
2292,Ssang Yong,Rexton,Rexton (Y200) SUV 4x4,2002,2005
2293,Ssang Yong,Rexton,Rexton (Y250) SUV 4x4,2006,2017
2294,Subaru,BRZ,BRZ () Coupé,2012,2020
2295,Subaru,BRZ,BRZ () Coupé,2020,
2296,Subaru,Impreza,Impreza (GC) Saloon 4x4,1994,2000
2297,Subaru,Impreza,Impreza (GD) Saloon,2000,2002
2298,Subaru,Impreza,Impreza (GD) Saloon,2002,2005
2299,Subaru,Impreza,Impreza (GD) Saloon,2005,2007
2300,Subaru,Impreza,Impreza (GE) Saloon,2007,2011
2301,Subaru,Impreza,Impreza (GF) Estate 4x4,1994,2000
2302,Subaru,Impreza,Impreza (GG) Estate,2000,2002
2303,Subaru,Impreza,Impreza (GG) Estate,2002,2005
2304,Subaru,Impreza,Impreza (GG) Estate,2005,2007
2305,Subaru,Impreza,Impreza (GH) Hatchback 4x4,2007,2011
2306,Subaru,Impreza WRX,Impreza WRX (GD) Saloon 4x4,2000,2002
2307,Subaru,Impreza WRX,Impreza WRX (GD) Saloon 4x4,2002,2005
2308,Subaru,Impreza WRX,Impreza WRX (GD) Saloon 4x4,2005,2007
2309,Subaru,Impreza WRX,Impreza WRX (GG) Estate 4x4,2000,2002
2310,Subaru,Impreza WRX,Impreza WRX (GG) Estate 4x4,2002,2005
2311,Subaru,Impreza WRX,Impreza WRX (GG) Estate 4x4,2005,2007
2312,Subaru,Impreza WRX,Impreza WRX (GR) Hatchback 4x4,2007,2011
2313,Subaru,Impreza WRX,Impreza WRX (GV) Saloon 4x4,2007,2011
2314,Subaru,Legacy,Legacy (BL) Saloon,2003,2015
2315,Subaru,Legacy,Legacy (BL) Saloon 4x4,2003,2015
2316,Subaru,Legacy,Legacy (BP) Estate 4x4,2003,2009
2317,Subaru,WRX,WRX  Saloon 4x4,2015,2023
2318,Suzuki,Across,Across  SUV AWD,,
2319,Suzuki,Jimny,Jimny (JB33/JB43) SUV 4X4,1998,2018
2320,Suzuki,Jimny,Jimny (JB64/67) SUV 4X4,2018,2023
2321,Suzuki,Splash,Splash () Hatchback,2007,2015
2322,Suzuki,Swift,Swift (EA) Hatchback,1989,1996
2323,Suzuki,Swift,Swift (EA) Saloon,1989,1996
2324,Suzuki,Swift,Swift (MZ/EZ) Hatchback,2005,2010
2325,Suzuki,Swift,Swift (Series M) Hatchback,1997,2002
2326,Suzuki,Swift GTI,Swift GTI (EA) Hatchback,1989,1996
2327,Suzuki,Swift Sport,Swift Sport (MZ/EZ) Hatchback,2005,2010
2328,Suzuki,Vitara,Vitara (JT) SUV 4X4,2005,2016
2329,Tesla,Model 3,Model 3 (5Y3) Saloon,2017,
2330,Tesla,Model 3,Model 3 (5Y3) Saloon AWD,2017,
2331,Tesla,Model Y,Model Y (5Y3) Saloon AWD,2020,
2332,Toyota,Auris,Auris (E150) Hatchback,2006,2013
2333,Toyota,Auris,Auris (E180) Estate,2013,2019
2334,Toyota,Auris,Auris (E180) Hatchback,2013,2019
2335,Toyota,Celica,Celica () Coupé,1978,1981
2336,Toyota,Celica,Celica () Coupé,1981,1985
2337,Toyota,Corolla,Corolla (E140/150) Hatchback,2006,2013
2338,Toyota,Corolla,Corolla (E140/150) Saloon,2006,2013
2339,Toyota,Corolla,Corolla (E160/180) Hatchback,2013,2019
2340,Toyota,Corolla,Corolla (E160/180) Saloon,2013,2019
2341,Toyota,Corolla,Corolla (E210) Estate,2019,
2342,Toyota,Corolla,Corolla (E210) Hatchback,2019,
2343,Toyota,Corolla,Corolla (E210) Saloon,2019,
2344,Toyota,Corolla,Corolla (E70) Coupé,1980,1983
2345,Toyota,Corolla,Corolla (E70) Saloon,1980,1983
2346,Toyota,Corolla,Corolla (EE110/111) Hatchback,1995,2000
2347,Toyota,Corolla,Corolla (EE110/111) Saloon,1995,2000
2348,Toyota,Corolla,Corolla (EE120/130) Hatchback,2000,2006
2349,Toyota,Corolla,Corolla (EE120/130) Saloon,2000,2006
2350,Toyota,Corolla GT,Corolla GT (AE86) Coupé,1983,1987
2351,Toyota,Corolla Verso,Corolla Verso (E140/150) Estate,2006,2013
2352,Toyota,FJ Cruiser,FJ Cruiser  SUV 4x4,2006,2016
2353,Toyota,GR86,GR86 () Coupé,2020,
2354,Toyota,GT86,GT86 () Coupé,2012,2020
2355,Toyota,Hi-Ace,Hi-Ace () Van,1990,1995
2356,Toyota,Hi-Ace,Hi-Ace (H100) Van,1996,2004
2357,Toyota,Hi-Ace,Hi-Ace (H200) Van,2005,2013
2358,Toyota,Hi-Ace,Hi-Ace (LH) Van 4x4,1987,1995
2359,Toyota,Hi-Ace,Hi-Ace (RZH) Van,1990,1995
2360,Toyota,Hi-Lux,Hi-Lux (AN10) Pick Up 4x4,2005,2014
2361,Toyota,Hi-Lux,Hi-Lux (AN120) Pick Up 4x4,2015,2023
2362,Toyota,Hi-Lux,Hi-Lux (RN/LN) Pick Up 4x4,1979,1983
2363,Toyota,Landcruiser,Landcruiser (J100) SUV 4x4,1998,2007
2364,Toyota,Landcruiser,Landcruiser (J105) SUV 4x4,1998,2002
2365,Toyota,Landcruiser,Landcruiser (J40) SUV 4x4,1960,1979
2366,Toyota,Landcruiser,Landcruiser (J40) SUV 4x4,1974,1984
2367,Toyota,Landcruiser,Landcruiser (J40) SUV 4x4,1980,1984
2368,Toyota,Landcruiser,Landcruiser (J40) SUV 4x4,1980,1986
2369,Toyota,Landcruiser,Landcruiser (J60) SUV 4x4,1981,1985
2370,Toyota,Landcruiser,Landcruiser (J60) SUV 4x4,1985,1989
2371,Toyota,Landcruiser,Landcruiser (J70) SUV 4x4,1984,1990
2372,Toyota,Landcruiser,Landcruiser (J70) SUV 4x4,1990,1994
2373,Toyota,Landcruiser,Landcruiser (J70) SUV 4x4,1990,1995
2374,Toyota,Landcruiser,Landcruiser (J70) SUV 4x4,1999,2018
2375,Toyota,Landcruiser,Landcruiser (J80) SUV 4x4,1990,1998
2376,Toyota,Landcruiser 200,Landcruiser 200 (J200) SUV 4x4,2008,2020
